Text,ASR Text,Matched Text,VAC_WER,ASR_WER,Duration,Path
"Գյուղն ունի տարրական դպրոց, ակումբ։","Գյուղն ունի տարրական դպրոց, ակումբ։","Գյուղն ունի տարրական դպրոց, ակումբ։",0.0,0.0,3.78,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39986380.wav
Ելնելով իրենց աշխատանքի բնույթից՝ նրանք ամուսնացել են երեք անգամ։,Ելնելով իրենց աշխատանքի բնույթից՝ նրանք ամուսնացել են երեք անգամ։,Ելնելով իրենց աշխատանքի բնույթից՝ նրանք ամուսնացել են երեք անգամ։,0.0,0.0,5.22,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39986397.wav
Քաղաքը գտնվում է գուղատնտեսական գոտում։,Քաղաքը գտնվում է գյուղատնտեսական գոտում։,Քաղաքը գտնվում է գուղատնտեսական գոտում։,0.0,0.2,3.312,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39990042.wav
Գործը հանձնվում է ռոբոտներ արտադրող կազմակերպության ապահովագրական բաժնին։,Գործը հանձնվում է ռոբոտներ արտադրող կազմակերպության ապահովագրական բաժնին։,Գործը հանձնվում է ռոբոտներ արտադրող կազմակերպության ապահովագրական բաժնին։,0.0,0.0,5.94,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39990043.wav
Մահվան պատճառը՝ լյարդի քաղցկեղ։,Մահվան պատճառը լյարդի քաղցկեղ։,Մահվան պատճառը՝ լյարդի քաղցկեղ։,0.0,0.25,3.924,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133480.wav
"Գրքում երգիչը նկարագրել է իր փառքի ճանապարհը, վերելքներն ու վայրէջքները։","Գրքում երգիչը նկարագրել է իր փարթի ճանապարհը, էերերկներն ու վարիսկներ։","Գրքում երգիչը նկարագրել է իր փառքի ճանապարհը, վերելքներն ու վայրէջքները։",0.0,0.3,6.48,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133482.wav
Հիվանդության ախտանշանները հիմնականում պայմանավորված են սրտի ախտահարումով։,Հիվանդության ախտանշանները հիմնականում պայմանավորված են սրտի ախտահարող։,Հիվանդության ախտանշանները հիմնականում պայմանավորված են սրտի ախտահարումով։,0.0,0.143,7.164,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133484.wav
Անիմեն հաճախ է գրավում բարձր դիրքեր հանրահայտ մուլտիպլիկացիաների շարքերում։,"Անիմեն հաճախ է գրավում բարձր դիրքեր, հանրահայտ մուտֆիկացիաների շարքեր։",Անիմեն հաճախ է գրավում բարձր դիրքեր հանրահայտ մուլտիպլիկացիաների շարքերում։,0.0,0.333,7.344,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133485.wav
Տարածքները վարձակալությամբ հանձնվեցին տարբեր ձեռնարկությունների։,Տարածքները վարձակալությամբ հանձնվեցին տարբեր ձեռնարկությունների։,Տարածքները վարձակալությամբ հանձնվեցին տարբեր ձեռնարկությունների։,0.0,0.0,5.04,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133521.wav
"Գունանկարներին բնորոշ են կուռ կառուցվածքը, զուսպ միջոցներով մեծ արտահայտչականության հասնելու վարպետությունը։",Գունանկարներին բնորոշ են կուռ կառուցվածքը՝ զուս միջոցներով մեծ արտահայտչականության հասնելու վարպետությունը։,"Գունանկարներին բնորոշ են կուռ կառուցվածքը, զուսպ միջոցներով մեծ արտահայտչականության հասնելու վարպետությունը։",0.0,0.182,8.892,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133522.wav
"Հետագայում պարզվեց, որ մագնիսական դաշտ ստեղծում են շարժվող էլեկտրական լիցքերը՝ հոսանքները։","Հետագայում պարզվեց, որ մագնիսական դաշտ ստեղծում են շարժվող էլեկտրական լիցքերը, հոսանքները։","Հետագայում պարզվեց, որ մագնիսական դաշտ ստեղծում են շարժվող էլեկտրական լիցքերը՝ հոսանքները։",0.0,0.091,7.272,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133523.wav
"Համարվում է, որ այս ընտանիքն է հանդիսանում հասարակ խոնդրիտային երկնաքարերի աղբյուր։",Համարվում է որ այս ընտանիքն է հանդիսանում հասարակ խոնդրիտային երթաքարերի աղբյուր։,"Համարվում է, որ այս ընտանիքն է հանդիսանում հասարակ խոնդրիտային երկնաքարերի աղբյուր։",0.0,0.182,7.74,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133524.wav
Մտնում է իտալական աղի կերակուրների հավաքածուի մեջ։,Մտնում է իտալական աղի կերակուրների հավաքածուի մեջ։,Մտնում է իտալական աղի կերակուրների հավաքածուի մեջ։,0.0,0.0,5.4,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133542.wav
Պատճառը հայտնի չէ։,Տաճառը հայտնի չէ։,Պատճառը հայտնի չէ։,0.0,0.333,3.384,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133543.wav
Լիճն առատ է խեցգետիններով։,Ռիչն առատ է խեցգետիններով։,Լիճն առատ է խեցգետիններով։,0.0,0.25,3.78,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133544.wav
Այս տունը ներկայումս բաց է հանրության համար։,Այս տունը ներկայումս բացահարության համար։,Այս տունը ներկայումս բաց է հանրության համար։,0.0,0.429,4.5,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133545.wav
Ծաղկապատը կրկնակի Է։,Ծաղկապատը կրկնակի է։,Ծաղկապատը կրկնակի Է։,0.0,0.333,3.744,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133601.wav
Նախատեսված է վերացնելու թշնամու հակաօդային պաշտպանությունը առաջին գծում։,Նախատեսված է վերացնելու թշնամու հակաղորդային պաշտպանությունը առաջին գծ։,Նախատեսված է վերացնելու թշնամու հակաօդային պաշտպանությունը առաջին գծում։,0.0,0.25,7.704,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133602.wav
Այս միջին մասը կարգավորում էր կառույցի մնացած մասերը։,Այս միջին մասը կարգավորում էր կառույցի մնացած մասերը։,Այս միջին մասը կարգավորում էր կառույցի մնացած մասերը։,0.0,0.0,5.4,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133603.wav
"Նրանք շատ քիչ ընդհանուր բան ունեն, չնայած դրան, որ քառյակ են։",Նրանք շատ քիչ ընդհանուր բանում են չնայած դրանք որքանեղին։,"Նրանք շատ քիչ ընդհանուր բան ունեն, չնայած դրան, որ քառյակ են։",0.0,0.545,6.12,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31133606.wav
"Սև Սև, ամենամուգ գույնը, լույսի բացակայության կամ ամբողջական կլանման արդյունքը։","Սև, Սև, ամենամուգ գույնը, լույսի բացակայության կամ ամբողջական կլանման արդյունքը։","Սև Սև, ամենամուգ գույնը, լույսի բացակայության կամ ամբողջական կլանման արդյունքը։",0.0,0.2,7.092,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39589129.wav
Քաղաքական գործընթացի միջոցով առաջարկվող հասարակական և մասնավոր բարիքները կոչվում են քաղաքական։,Քաղաքական գործընթացի միջոցով առաջարկվող հասարդակական և մասնավոր վարիքները կոչվում են քաղաքական։,Քաղաքական գործընթացի միջոցով առաջարկվող հասարակական և մասնավոր բարիքները կոչվում են քաղաքական։,0.0,0.273,7.452,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39589130.wav
Կաֆուն ուսանում է ճապոնական դասական գրականություն և չինարեն։,Կաֆուն ուսանում է ճապոնական դասական գրականություն և չինարեն։,Կաֆուն ուսանում է ճապոնական դասական գրականություն և չինարեն։,0.0,0.125,5.112,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39589142.wav
Կը շարունակեն գործել հայկական եկեղեցիներն ու ազգային վարժարանները։,Կը շարունակել գործել հայկական եկեղեցիներն ու ազգային վարժարանները։,Կը շարունակեն գործել հայկական եկեղեցիներն ու ազգային վարժարանները։,0.0,0.125,4.86,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39589146.wav
Սնվում է բույսերով։,Սնվում է բույսերով։,Սնվում է բույսերով։,0.0,0.0,2.592,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39589183.wav
Ցանը հանդիսանում է մոլեռանդ բուդդիստ։,Ցանը հանդիսանում է մոլեռանդ ֆուլլիստ։,Ցանը հանդիսանում է մոլեռանդ բուդդիստ։,0.0,0.2,3.924,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39589184.wav
"Մեղադրյալներ, ոտքի՛ բառերից հետո ոտքի են կանգնում դատարանում գտնվող բոլոր հայերը։","Մեղադրալներ ոտքի բառերից հետո, ոտքի են կանգնում դատարանում գտնվող բոլոր հայերը։","Մեղադրյալներ, ոտքի՛ բառերից հետո ոտքի են կանգնում դատարանում գտնվող բոլոր հայերը։",0.0,0.273,6.3,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39589186.wav
